id,w_eng,w_info,w_prot,w_cost,res,riskD
24,0.7085639136642764,0.03532728757657122,0.7462381530112661,0.6859014136246242,7,0.3072543699232583
25,0.6103736703421229,0.31184869063810305,0.49250782639090285,0.05036431748516468,8,0.029352674034500037
26,0.3450714657907936,0.9209920242580402,0.6761449126123859,0.6256024673922519,2,0.03060498916403087
27,0.6024564197074109,0.18795076655557452,0.3969442731926439,0.1818353852080048,6,0.2085534177823246
28,0.30014863405668935,0.31530537341752396,0.38827827629062317,0.6168517269256962,6,0.7841606353594202
29,0.040451261544658945,0.189722487036334,0.08185679571959825,0.8175562344976682,4,0.3328324066422267
30,0.20090527842831696,0.14990213598062518,0.9517067336588819,0.03152616166554789,6,0.3921373882841206
31,0.866483547097535,0.24135782643866566,0.48463744035746814,0.5783904135693446,5,0.5698488170829192
32,0.3588934329031853,0.9777270908746282,0.2841099577994114,0.8562795212227933,2,0.09398572539988703
33,0.20732780210282142,0.5042005155779125,0.961327526048841,0.9807182887493756,1,0.7778124848007456
34,0.15160186282128418,0.5316194320124256,0.5880814027973866,0.781697086244818,3,0.45747457008500647
35,0.4396141173285938,0.3717513580810726,0.02735254070184756,0.3884339880461063,9,0.6580285250714322
36,0.017038548881094906,0.4702399852696306,0.045739019803796466,0.31322206101922623,5,0.12546015068678373
37,0.5653695286998881,0.056718823092125725,0.10982554023097113,0.9521642932198732,2,0.6147845847466148
38,0.033260181099736164,0.05121483138837579,0.8350008071697542,0.5250743634734724,8,0.49926037690860803
39,0.05889118778225766,0.22005339639652233,0.22211843974532308,0.7451460866970875,3,0.3832006870816478
40,0.5432760584480414,0.9992581530945087,0.686033256282197,0.47156961205492676,3,0.9000835434233305
41,0.5536939917085721,0.9308556210335841,0.6398599759778303,0.1593908047136825,8,0.8492864948438936
42,0.014451516051650404,0.19491910988995909,0.7843001775421666,0.7680497770737779,9,0.8078398266606776
43,0.09446357388238025,0.5668482649007089,0.2135905323966134,0.27762341667208623,8,0.37012214760624496
44,0.6890328634286919,0.6631663024689728,0.5621924716914689,0.6506766486957789,9,0.10844692228832775
45,0.030128296560623657,0.9135904352381923,0.9102653539246811,0.3679795432003824,7,0.4932158714898667
46,0.08241822884611139,0.4655575760530519,0.3277568016143241,0.4442145027497395,7,0.5661962488636872
47,0.1712110282329049,0.7286332519118425,0.9697889977743022,0.3848445509539744,10,0.8808108541089766
48,0.7773495152442267,0.1760037588262069,0.005599197123350663,0.7321715185083628,5,0.023755019950428058
49,0.9397929942556884,0.8986326853357213,0.6938176872670117,0.20161907963731496,5,0.028123928063536252
50,0.397699455671195,0.21536946249143452,0.5612375586183318,0.2504272850636122,2,0.92003098721701
51,0.20402832516485137,0.918281387982594,0.0058495552580692944,0.1513350498934275,10,0.7892495835480733
52,0.7849927331008579,0.3283893332868053,0.12840401260258127,0.6094764964504998,5,0.510201791568223
53,0.028995165304201542,0.42873441720993655,0.9215452125832851,0.5810448333736019,8,0.5707910624330473
54,0.9903167730568367,0.5020735582893319,0.5371835237229997,0.6583246102727542,8,0.9168337259361715
55,0.15866270586353037,0.42199809884656425,0.7035137645775675,0.732715784758046,2,0.266357434268906
56,0.31471636807858916,0.41272304007375693,0.392367128109982,0.09269839511333633,7,0.6883855584441748
57,0.12117136075698054,0.4309001060565981,0.990271647428554,0.007295219235899153,8,0.15552251508042947
58,0.01432270076835851,0.16012492657873334,0.6789303293068844,0.913320192280738,7,0.1603999459147296
59,0.3225044654850916,0.6008280613734377,0.4299070912540741,0.3541806880033287,10,0.8629840944543522
60,0.026738459966323957,0.671302716375616,0.497820057996503,0.6070502383068477,6,0.8637866876272429
61,0.8341265214070086,0.826113394648669,0.29867422429059143,0.5474778572640482,8,0.4514239183956865
62,0.011146556334737379,0.7550906268328267,0.2307578355778338,0.976588438986219,4,0.6167073958233921
63,0.34005672850898017,0.295482477749371,0.9702417969343939,0.22859537512882266,7,0.3196400919147311
64,0.0974841874088419,0.18571369002633675,0.04628389895428142,0.7073682396510158,2,0.7808770789726664
65,0.12515872247896243,0.06415199637717006,0.6590794117381598,0.0011465258572039838,6,0.2608339010749946
66,0.24900135884008867,0.5382659332126183,0.27688977829659067,0.6134628130094855,10,0.3105374898516404
67,0.31499214762227434,0.021423970021415384,0.12106130710771312,0.4381743329782464,6,0.2356805447870045
68,0.09943369903570143,0.6849436707045464,0.6722190235617209,0.5003843764116833,3,0.5278240605958631
69,0.7012073492117236,0.2109910387754097,0.25520947520546966,0.35844949668021575,2,0.9367600731646737
70,0.9126869152586609,0.7928656841898908,0.23327851080677442,0.9669902477013421,3,0.019669093458237086
71,0.14395303560791017,0.4243743835356588,0.4208461867619424,0.1731804456906092,3,0.6728000157328518
72,0.5166814710519245,0.4919342608743561,0.10474889991015623,0.7477789601301384,3,0.02242786490811699
73,0.8069788951477486,0.35432803729283846,0.9331302297178864,0.3420674350857891,4,0.29453794804083433
74,0.5415064195658434,0.4057679852152952,0.33156056078151985,0.251292858068052,9,0.1695820060188412
75,0.715667494624879,0.38465005922771467,0.44434189905764776,0.8839609615465721,5,0.13634171910836712
76,0.683662207085575,0.5554979051231514,0.600072557127912,0.9369037277370126,5,0.2898126892935401
77,0.002284456175113747,0.564618903164107,0.7114591553888907,0.5530887112197383,7,0.10083462968599644
78,0.921353445269064,0.640319798434186,0.1698499654525777,0.8031131439045953,3,0.07500739143984225
79,0.8357570587593713,0.10906690952760267,0.10779708931039522,0.15208130296474698,1,0.4491858008239018
80,0.12106801125536482,0.258102299910847,0.13234837743631467,0.5211624817935051,3,0.6370748139761622
81,0.42685145249434997,0.27846425953449727,0.8038791501502026,0.6712118932159729,7,0.558215789206877
82,0.7906531672182363,0.5888774751573138,0.26333637694639567,0.3735403447636122,5,0.00523948886744896
83,0.9710283048333287,0.8921602048840955,0.709459957581957,0.4332786981083874,7,0.48538708680027076
84,0.10514090563689027,0.47455360159371673,0.5878175798508296,0.3502697957652846,9,0.18966860323615764
85,0.2187998586370843,0.7509851088898144,0.9032697822602302,0.9864054083412945,10,0.8123002414580132
86,0.80460374470542,0.20865266157263906,0.13201878350498863,0.641929306124588,2,0.12899066518531266
87,0.9114845763666855,0.7572075047345506,0.058696964840883936,0.12203137449211943,9,0.2985841405154459
88,0.8415200621968069,0.01297243298242079,0.6083903579760382,0.22475543125313946,2,0.025064282216509803
89,0.6472258374984756,0.09978927902229129,0.4436198918192179,0.06997211332219433,7,0.9519543435870989
90,0.4511847073433676,0.9746013020691325,0.7397909362548137,0.14373601700077931,9,0.3752818469162974
91,0.24852347680046205,0.8554115604173381,0.4325702912008871,0.8373748314170018,4,0.39018898418469516
92,0.013848405046137158,0.343855024266974,0.9596476755893909,0.47798666287795244,6,0.11979260748935172
93,0.27329108920633216,0.5260181963628426,0.026316904306660893,0.9885341704078835,6,0.9858027514651847
94,0.49446237570620033,0.18226785391517086,0.7497509737920598,0.4275729285522063,3,0.12166564293824333
95,0.3814471530432634,0.8992327310812142,0.18827301805782692,0.40780244512212394,1,0.1879182650803065
96,0.4468461455464968,0.5024084995031307,0.5635243608790397,0.42018074745482936,7,0.05392418194393889
97,0.6560822927397156,0.7164380843425978,0.9742846556514859,0.09703513507861206,8,0.011627549734322118
98,0.7689109746280529,0.46154594914539937,0.5452427627035314,0.655794964015086,9,0.4469869318188915
99,0.8062005127329821,0.901547439708252,0.08550051722980823,0.8114499312241807,8,0.9408010166112687
100,0.5668519544479249,0.027434162657304917,0.31822360201268807,0.4119835594798378,6,0.4132750076161562
101,0.5468184984367492,0.2640498774876656,0.3231428371666656,0.07974720134940938,4,0.48897521556867674
102,0.7313934770414886,0.5721661935429428,0.08899498983084708,0.2688444744336037,6,0.8053470908340337
103,0.4826158608979346,0.9856777635636866,0.5512696787468007,0.3098500869479479,9,0.35308474818153746
104,0.18200511737706515,0.0746212087737651,0.45814664556280216,0.43365618183868837,8,0.7319784813523641
105,0.5743774116338538,0.4270765425506674,0.6861287710443013,0.24237756295233337,6,0.4593279609057215
106,0.435740320522792,0.40686407647901246,0.5251985721079957,0.7871275098957494,6,0.7302599376635595
107,0.9159907358717082,0.8473062795404497,0.022487789155224203,0.8011807923487225,4,0.6660833138056151
108,0.14316080043639268,0.5850385863501512,0.627602949739962,0.19521198280586438,1,0.290811603354002
109,0.39631766075840624,0.5012287247678126,0.1802272290049216,0.689992695081303,6,0.31759659821762876
110,0.3413137750497277,0.8134525138500373,0.7941185324888298,0.9311459099271108,1,0.2331712039466337
111,0.8900269834910287,0.8412647786123846,0.7932792145839365,0.443373968722946,3,0.756036922641192
112,0.9439195389955125,0.7076745691732119,0.963423042985187,0.4664985324344715,3,0.46629093972296876
113,0.6656625565046813,0.35261102478372863,0.22723200412211553,0.029597610969162247,3,0.13415302239932725
114,0.12261357735773293,0.7106843599696133,0.32842443581975844,0.43460695876638156,6,0.7762273375206005
115,0.5082028087158293,0.21080236424221832,0.08596925010154477,0.19764999631470537,4,0.1168877866838205
116,0.6417758552428319,0.5562342582051077,0.11164667310228216,0.9744440698945463,5,0.14259860173344185
117,0.9295370636928443,0.22239740570030464,0.8560415399563008,0.9639780801863594,8,0.7516616436049646
118,0.2653718313435668,0.48713086793270177,0.8104521557715643,0.8828416491156023,9,0.6582247582156152
119,0.026110252358621633,0.3657237262182107,0.7090626565236168,0.2429478393656106,2,0.7107236653117575
120,0.17212048000349567,0.2187738343785789,0.36193620956101724,0.2923764321856096,8,0.03204143819734184
121,0.6799084155778294,0.8924069247405545,0.5180056770924923,0.5626605120691271,2,0.7838407778798953
122,0.21872191572261435,0.42572513075850993,0.9864775264602567,0.5173266144972637,1,0.5881999813614579
123,0.5549483438219395,0.2009404943915869,0.6951013229927486,0.1369801322640437,7,0.5855943626650573
124,0.9895279099637159,0.9950553249158551,0.7063399418715007,0.7513407089150304,8,0.32980259630418296
125,0.41904318255473627,0.369900680707719,0.7690577579529048,0.1318274465088488,4,0.44697876218469434
126,0.7559149839936752,0.8874170029573067,0.42857610232693144,0.8873161225366154,8,0.7300185467770718
127,0.8198839001498393,0.9228575620775384,0.42973974409791893,0.9198448750886206,7,0.8558348041847955
128,0.1837215389473288,0.5823558989231575,0.5121836215985198,0.6062910209552385,5,0.48479061582682703
129,0.6817744844633056,0.4279697482078989,0.4836497091410408,0.9024899322957144,6,0.8603708874633482
130,0.21552410383407672,0.6998763979028101,0.9919046223481427,0.009080183878191428,6,0.13441448777441967
131,0.18481537445275953,0.3079400018050493,0.9179258533438103,0.8762497059755693,2,0.4530523478248899
132,0.5931185639245719,0.9676644977830131,0.38050106167642317,0.9106046920986937,2,0.5655556661417565
133,0.7537210540516074,0.07559621837068342,0.1084839169581493,0.7056409907166695,3,0.9321328031709137
134,0.8963957032094887,0.16347471113446344,0.05695839212597109,0.19798647052537477,9,0.825419244877802
135,0.701281918990091,0.6062334979405904,0.21128135662032788,0.6301368296219176,2,0.6541048787592398
136,0.40011031292299903,0.6627993164176186,0.8362605921609169,0.8564606262679708,5,0.6756152941910847
137,0.0723383577525577,0.32796418903487556,0.4556106410941888,0.3070560097820605,4,0.276834460904249
138,0.7493087860455975,0.029809633398162116,0.36211381059538195,0.6263887957209947,8,0.4219568963014856
139,0.7213008293030119,0.7548345512477227,0.011933039962617964,0.11515384877757495,2,0.5258552399661849
140,0.760447674205265,0.8905505940047854,0.7545775941180279,0.8381634064203327,6,0.7363549801372874
141,0.0929094819602817,0.9475984152054144,0.41661807946039875,0.9357304448557323,9,0.6940989401432442
142,0.0035774678875879484,0.5218317459277027,0.019522763592720316,0.8642138230490245,4,0.40943734745395965
143,0.658938125456635,0.3156659643895873,0.2665197088780661,0.966080769260099,6,0.7897124415552852
144,0.8936892993735479,0.007780540626366239,0.8057880042673341,0.0490113525525574,5,0.9963244862658633
145,0.7176471068096549,0.6063299465643821,0.7332218717747855,0.08676429695079979,2,0.7357259410525917
146,0.5216414501523404,0.8443386084406351,0.9958331092715196,0.010891656472480915,9,0.8778337445356175
147,0.848002596496253,0.3872228178762377,0.8889102807883822,0.0737720284790564,2,0.9589257397871657
148,0.6380967180854236,0.8474868095237909,0.2333140876627533,0.1510426700248726,4,0.19832633171190184
149,0.18508051157212824,0.3526145119559515,0.31932615543898835,0.23737642929506952,7,0.3573189147338858
150,0.07847504663827465,0.19663848178675736,0.5468356048364463,0.6507979618046899,4,0.4224579045430167
151,0.20143282352735015,0.8204097034341448,0.8103018659636102,0.5857787602462716,8,0.2444630593453928
152,0.8619473156801237,0.8024938443017173,0.2540563699486431,0.7249779298867971,7,0.4177361917165767
153,0.9809719073060904,0.09080722190759871,0.8377307082100178,0.8508046650517413,5,0.807426506853345
154,0.5140309130546995,0.650577277962844,0.5052154348127854,0.661260304587905,7,0.7880169261543002
155,0.642112746119511,0.2614015336226626,0.08714462360312492,0.2584666926924296,7,0.01964078478762299
156,0.5334396252795663,0.32142222960211675,0.2885106366812712,0.33475822182034753,10,0.9678739023874335
157,0.23967093347793234,0.8541390065071588,0.3647083398288712,0.11730147421178905,4,0.24878320404076626
158,0.5845615203872427,0.9324831839913391,0.7881189067526091,0.44309870833120046,10,0.359246305004952
159,0.7093040203691424,0.5179146653867286,0.02718576414172924,0.6739433385264046,8,0.08485733091864422
160,0.8502659596753918,0.6030664532809641,0.6632079395648115,0.7300658280806194,9,0.29735000596036965
161,0.3025489658651508,0.12631665571577955,0.4402639856546112,0.9760691460652563,2,0.935557561803138
162,0.07438786972310685,0.9255266638193504,0.9128475798604125,0.8108325344648399,3,0.980379230297032
163,0.05209556205636512,0.08925922766582028,0.7407806032490545,0.1848460014382992,10,0.9565165812002692
164,0.815883830802484,0.9166477398380023,0.07889277265966721,0.8148081324668783,7,0.1322111892750637
165,0.3070178245175237,0.4620539503298884,0.8470736015966065,0.4741695982023507,3,0.9486975359058015
166,0.08636699374369483,0.4013634066728905,0.3853661633906683,0.3425041094814072,7,0.8892413083818611
167,0.001243611393531241,0.25119758115500757,0.2804724719188747,0.2515554279673108,3,0.4128731844939867
168,0.4373896628428128,0.4153333541665296,0.043319337022375004,0.8146077616616144,1,0.7962776768220862
169,0.9451309614817005,0.538783754591838,0.4921190428580703,0.47158370319146836,4,0.5115000217862401
170,0.2667232005260579,0.610088813199122,0.5442007826793864,0.6673452130193231,2,0.8655324103881294
171,0.4086035613877459,0.8800113206189066,0.9393962395876356,0.33897084631603236,10,0.786434040304859
172,0.5001259207962788,0.9153477831224697,0.15501088637589933,0.7437184556822743,2,0.2572181869207577
173,0.12967566380804452,0.3448814909292449,0.04710458635640491,0.11547028197245957,5,0.26375548496588075
174,0.21000840829669787,0.7177270998294247,0.794313191728533,0.9417127712615387,1,0.9259416671184654
175,0.997299628600253,0.34685441526411076,0.171819982833314,0.21463132633381565,5,0.5513805260486386
176,0.1447786042950433,0.5117365625869922,0.5549250595799949,0.752095463672667,4,0.7345024984450857
177,0.5078086260679937,0.4289143307880645,0.044678099621997314,0.9689991141932018,1,0.17457043847293308
178,0.27474970954923417,0.4022454525807606,0.25308796718334114,0.2611114598221731,5,0.08630384131666535
179,0.3948515054318684,0.9657951087444596,0.23059382418276808,0.2535323131299846,9,0.9156381333897312
180,0.783052852084951,0.8305523152416528,0.14955566319629965,0.44142082805104,7,0.531330064299332
181,0.7323269624262831,0.19421441157840114,0.902576051590727,0.591952583252877,10,0.5227407260688245
182,0.2842142391420093,0.5078199879271884,0.7395977092067261,0.916404124209297,1,0.08190907219953614
183,0.5950133061195,0.19002479902739478,0.6846342835387342,0.4050085925661091,5,0.34222607407410177
184,0.32371717441320835,0.0581843243950152,0.7780678436978884,0.7930774020899194,2,0.868621353161272
185,0.7532567594042503,0.7668807460816205,0.7906932732735551,0.41725302448627066,3,0.9406334014247262
186,0.9080986140709963,0.5650035216840956,0.056466191476302385,0.5900016543298915,8,0.6561627016731819
187,0.4410676979590785,0.8800479085760698,0.9093574034034799,0.3129458198716534,10,0.18570615190983564
188,0.7132800418490081,0.046912033057571856,0.8693629782457217,0.29427441512194885,1,0.44350188033613513
189,0.7400371365349969,0.8209497396875892,0.5002034665449239,0.8492971324344183,9,0.5631735344488308
190,0.21993097412216844,0.3644496730200325,0.1483350822790257,0.39349745859330765,3,0.08063922549891045
191,0.9686350263128555,0.9507908549559348,0.8407139133383128,0.46867526286800865,10,0.9478206521008791
192,0.9792348391831603,0.3625812318130157,0.08200425834668434,0.162768987821853,5,0.35093554149154094
193,0.14704886640549086,0.9556522345341161,0.2230835801388943,0.5603244058511508,7,0.68877710504915
194,0.4910956872420539,0.06318367860010932,0.5442270602509426,0.6240284879341477,1,0.029104956297649975
195,0.7078047277935139,0.2587282928982665,0.0166681365031629,0.7096802091301062,1,0.8143548188138275
196,0.8528272556372799,0.6492016383773197,0.1324533593362628,0.7409076660061282,10,0.9766974205882388
197,0.1155326197714861,0.5703442734724674,0.6380432425770164,0.5234221878455145,6,0.9254846503960541
198,0.9513638094931065,0.30352222208984536,0.21146188539784416,0.19259425748597936,5,0.9642911380935121
199,0.2389689879493455,0.449276432433968,0.5451263999822091,0.41647732371437596,9,0.15908737756982283
200,0.6941949470846365,0.7896793855582908,0.003168141574729,0.23856636854183533,10,0.421217588615283
201,0.14948662306487592,0.20213138064314295,0.23145586721392863,0.7698741616226055,4,0.8106605675910488
202,0.6081135118547983,0.03843315259569813,0.6309757771871519,0.38247512942156814,3,0.9790442155170634
203,0.06806620259691365,0.822606730351341,0.9742769269607329,0.2964066191171345,6,0.18208823495954796
204,0.5784515754644265,0.7970878762715533,0.6975975218540987,0.45985162488584186,8,0.36454682420316864
205,0.9074050414303538,0.9967632645293175,0.31960439341157487,0.2672964570122366,5,0.22540898460145742
206,0.36397796801313864,0.4901866182149669,0.45170418996174244,0.15009269366216926,3,0.8302131237644981
207,0.8473761278439521,0.9500843822784698,0.4200984313063294,0.04328555824997027,1,0.7532035172470618
208,0.13625984918156497,0.859852620738433,0.4061301148073687,0.4960939817137622,5,0.9162999664632723
209,0.43017101194259566,0.5048629821502352,0.1999419440038177,0.5226757813330014,5,0.48709835811751845
210,0.8126919334025954,0.6886360400809227,0.0069894981699951675,0.04328298367944361,1,0.08470667803105691
211,0.36181017887820766,0.8811592540720342,0.7911408078662401,0.3156581306570265,7,0.5947188372862382
212,0.9257738441289737,0.7106021340941499,0.12113488603005251,0.7975243017155157,3,0.818922739141663
213,0.8888574655668389,0.7081699385110932,0.14651634753570253,0.3259156133178638,1,0.0035001439463812067
214,0.5398789557768383,0.8507480414218741,0.7115571680126215,0.28296315218168433,3,0.5150096621102901
215,0.21423025879935342,0.04737656902206444,0.33025223459804853,0.9793040799439873,10,0.1252750117481708
216,0.388474772084086,0.9154098459838953,0.15371354779758428,0.40877484242357,6,0.4995611404097664
217,0.06856133236995787,0.5009568203132024,0.338554352898069,0.010458231590003808,8,0.32508268359234416
218,0.05903888573415217,0.19189407442904227,0.49761534149560704,0.5811568751245817,8,0.8767331918804794
219,0.3655742987608449,0.52633623082474,0.8910230789114411,0.2664068281857803,8,0.7670498452065031
220,0.14536229044583082,0.2799494904314932,0.840313373412974,0.5817720209940304,7,0.040599445129513745
221,0.584888650236854,0.11539390462195664,0.9863538762488576,0.09454038324473002,8,0.24720294711210333
222,0.5236354067475509,0.20858652346641937,0.07084626631973845,0.2646400182012415,2,0.7655062325272672
223,0.19761739170801396,0.03860575192166005,0.53256802208439,0.08748150440949831,5,0.26136898188868807
224,0.9050202276015573,0.48221464693660343,0.015121994240217873,0.46939473978227286,2,0.010877015253380917
225,0.46555705339404874,0.002673324433446367,0.062495611496204306,0.10128873915995695,7,0.33334710976446313
226,0.22940507080500638,0.2474710823302585,0.7714652215916763,0.5908556971495629,8,0.82339370154106
227,0.5005469761830272,0.27708494718414733,0.515367304297237,0.45018552299422243,1,0.35315542239248254
228,0.12737038529701616,0.6325858209337133,0.12413890359659407,0.0879197066215327,9,0.9088676954391163
229,0.7128765572602751,0.8287239008879688,0.28834926966042607,0.4576339577581555,9,0.49939883796662643
230,0.6492647637594953,0.9530673733473548,0.5633212366510242,0.9324275854127502,7,0.1483857564796952
231,0.7718052162903605,0.8653130852437625,0.20723427475415512,0.11218930723550224,4,0.36203183888512314
232,0.4305054354911775,0.6997949702983383,0.0955677218469635,0.49688744631482484,9,0.7650920408762949
233,0.11972601494723212,0.6962856631545145,0.9961848846966479,0.7445151192502847,7,0.24303154693788698
234,0.4902368726263011,0.5784593810057895,0.56605575076343,0.7824815256468403,4,0.7580758517813422
235,0.9716027514548634,0.8705816053525037,0.3353968553474741,0.4455243876448104,1,0.721486119508813
236,0.018246743200850624,0.85492270883677,0.31491183716391236,0.5514420689930682,1,0.29939562579152124
237,0.12733452020066804,0.32135249899487306,0.5946285191032001,0.2859063010758278,3,0.036653172715725435
238,0.6672074784549455,0.27078361387017935,0.7148498929335281,0.06513876701534249,3,0.8835799196066354
239,0.9703172856478247,0.44830631643606267,0.26677523647560963,0.9688972019529438,10,0.366535341584603
240,0.06224644714549943,0.5416711232977948,0.02934292599460986,0.5202675236395863,6,0.22311120509728943
241,0.2655369790055693,0.7129159985635117,0.11638353550329639,0.5247139124583282,9,0.5710311795824832
242,0.08505343554491951,0.4657512981538149,0.816545606157107,0.18907728414553537,8,0.6440111987523516
243,0.3555938770467433,0.0419055207264597,0.49586246220542285,0.5575989058170406,1,0.8677602714323119
244,0.2909117936520268,0.4111514963746232,0.33153272198747374,0.19234177839555844,6,0.9468358445103714
245,0.9594010827996892,0.5096815514840807,0.7848952231609527,0.825745118239906,9,0.791612246723794
246,0.2633602506708541,0.187613080028053,0.5778580846560248,0.6729555749591435,1,0.9627877715010029
247,0.9679665066428242,0.5446822934896253,0.27547396627861886,0.36510597102424946,5,0.5549698767226663
248,0.3148563345053129,0.7980040221468818,0.9014895075567245,0.8005230537441322,5,0.735765999416565
249,0.8898046343425642,0.7166414211605905,0.9473249606420762,0.6031003747076659,1,0.6066312104775533
250,0.5495196466071459,0.8213000395577829,0.4465677286376273,0.8437945171933339,5,0.9188760964197129
251,0.8780053833995694,0.9441892221219559,0.23728027704550336,0.5416919014517033,8,0.09699816149736185
252,0.1319581076415255,0.43342198984490277,0.9482902877738041,0.23752269276989224,9,0.6562448996285063
253,0.9960165781559972,0.981636983865667,0.41845471638534004,0.5110823813477466,4,0.7620632879620225
254,0.046696847798585295,0.4523577532673325,0.31899846120067876,0.6563091489315409,6,0.9159826911936877
255,0.40350114588261576,0.34000012209896546,0.695767698040742,0.6327619284266176,7,0.8181783838592903
256,0.7404322187304724,0.31334429807460573,0.0898661331071754,0.6385991223787705,7,0.6888000806229478
257,0.3675623919812613,0.8297080012471815,0.1885948691055429,0.955941052772286,8,0.25559999774747677
258,0.6139974446265206,0.2845528875810268,0.48666700775217286,0.5326758169996435,7,0.8947647968213559
259,0.8635326421564076,0.10363101073421921,0.05748123525983784,0.45437447057230673,7,0.6932047195835931
260,0.8794265544560472,0.6105990485288889,0.9608166244034104,0.5891838327366035,8,0.6296448141438752
261,0.24095258551691168,0.1259120230451244,0.743949219528246,0.6556252922832823,6,0.4759812496136562
262,0.8542088246807654,0.6274470188321923,0.18828162970175955,0.041797884276129516,3,0.46928101806799194
263,0.9592923808520765,0.002845228732465732,0.8086704043482202,0.5994472230176956,10,0.6966293270394932
264,0.07317618241461354,0.008995161484144809,0.17196862625443465,0.5681523390353869,6,0.7319974755951584
265,0.7362559384553679,0.09851832140135908,0.6711531782677175,0.05401956821599363,1,0.7524696948757474
266,0.8307859533034643,0.300477038321727,0.6516194822172519,0.9833064677552157,2,0.026763221187911967
267,0.0553648374092095,0.4437099530462051,0.6601693180867526,0.8371086410318608,5,0.30070377329983644
268,0.6570229298618232,0.659447023135967,0.2272988695814132,0.7597819588618442,9,0.5910749916155678
269,0.7814922913048504,0.2809577374760064,0.8445854042565833,0.3308465693507944,5,0.19758252474744475
270,0.06799426385362906,0.773403722538827,0.08935721093265081,0.8936871495436336,9,0.5254568258749174
271,0.8836102558636043,0.4008472789333414,0.38939554770158946,0.9803733489878227,6,0.31522315839885684
272,0.6050844032678419,0.35126917577740235,0.37465551734691227,0.6978431329664716,1,0.6782593142253811
273,0.4525729280023659,0.5298722823479064,0.9499338847422584,0.5403359679229337,2,0.6678123283327321
274,0.17277075576628098,0.16853219985160772,0.6492728027500216,0.09789976775685283,10,0.765576339979183
275,0.7655974903049563,0.07970679486194754,0.6799633916408031,0.9338436140539219,10,0.49722844568735314
276,0.3669558460449299,0.8126621549186006,0.2845624349249276,0.7276804834444212,1,0.5547134499273596
277,0.4011995277696445,0.8812251096384648,0.07279856187867262,0.46501002321201335,5,0.49841435334916717
278,0.18664941820998315,0.34298341460024473,0.41887577140131427,0.6232842544624474,8,0.44745146083492826
279,0.05983347582863241,0.32972965493867623,0.033871208134496955,0.09916181882671649,4,0.7814140177735327
280,0.29640957134044843,0.017654547139016152,0.8814493260311036,0.06780292251383402,4,0.7211291182682146
281,0.18610295336105742,0.5216859835291695,0.9925442321671375,0.6200406470759149,2,0.5773377179833361
282,0.9215742404811795,0.06888942241908069,0.5194811122316603,0.6864517246973738,8,0.47576798234596107
283,0.6289230795767157,0.28878941690505233,0.7298753636469706,0.5785056066023869,9,0.7485776781477828
284,0.6193963869889728,0.831123124443132,0.8609873811222767,0.4596668777043834,8,0.18044820552996388
285,0.8742491543400204,0.29366839866525485,0.11291509812284561,0.3537409291611362,2,0.03489366155378193
